Latitude (decimal degrees):	49.915
Longitude (decimal degrees):	21.866
Elevation (m):	230
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200516:0810,768.31,948.6,48.75,12.15,3.03,0.0
20200516:0910,588.2,714.86,55.48,13.66,4.07,0.0
20200516:1010,530.23,643.5,58.98,14.2,4.55,0.0
20200516:1110,531.11,645.13,58.07,14.54,4.69,0.0
20200516:1210,432.58,531.39,53.09,14.68,4.48,0.0
20200516:1310,275.09,364.7,45.49,14.88,4.28,0.0
20200516:1410,96.28,174.39,36.52,14.82,3.79,0.0
20200516:1510,67.33,96.84,26.97,14.92,3.52,0.0
20200516:1610,76.56,107.7,17.35,14.45,2.83,0.0
20200516:1710,27.18,47.06,8.02,13.41,1.93,0.0
20200516:1810,0.0,0.0,0.0,11.84,1.93,0.0
20200516:1910,0.0,0.0,0.0,11.27,1.86,0.0
20200516:2010,0.0,0.0,0.0,9.84,1.86,0.0
20200516:2110,0.0,0.0,0.0,8.87,1.79,0.0
20200516:2210,0.0,0.0,0.0,8.34,1.72,0.0
20200516:2310,0.0,0.0,0.0,8.02,1.45,0.0
20200517:0010,0.0,0.0,0.0,8.13,1.24,0.0
20200517:0110,0.0,0.0,0.0,6.93,1.52,0.0
20200517:0210,0.0,0.0,0.0,6.0,1.79,0.0
20200517:0310,0.0,1.89,2.88,5.52,1.79,0.0
20200517:0410,9.8,22.7,11.86,6.43,1.45,0.0
20200517:0510,37.91,59.6,21.34,8.72,1.31,0.0
20200517:0610,97.12,130.55,30.98,11.24,1.31,0.0
20200517:0710,169.57,216.03,40.37,13.16,1.66,0.0
20200517:0810,624.05,777.68,48.93,14.48,2.07,0.0
20200517:0910,567.95,707.93,55.69,15.4,2.14,0.0
20200517:1010,510.7,637.7,59.21,16.03,2.0,0.0
20200517:1110,499.86,623.34,58.29,16.62,2.41,0.0
20200517:1210,331.66,413.72,53.3,16.8,3.1,0.0
20200517:1310,170.13,218.88,45.68,16.86,4.34,0.0
20200517:1410,205.45,271.36,36.69,15.73,4.21,0.0
20200517:1510,73.08,104.08,27.14,15.77,3.38,0.0
20200517:1610,55.89,83.27,17.52,15.49,3.52,0.0
20200517:1710,24.98,44.35,8.2,14.37,3.24,0.0
20200517:1810,0.0,0.0,0.0,13.17,2.76,0.0
20200517:1910,0.0,0.0,0.0,11.96,2.21,0.0
20200517:2010,0.0,0.0,0.0,10.94,2.34,0.0
20200517:2110,0.0,0.0,0.0,10.26,2.41,0.0
20200517:2210,0.0,0.0,0.0,9.5,2.34,0.0
20200517:2310,0.0,0.0,0.0,8.74,2.28,0.0
20200518:0010,0.0,0.0,0.0,8.12,2.21,0.0
20200518:0110,0.0,0.0,0.0,7.59,2.07,0.0
20200518:0210,0.0,0.0,0.0,7.11,2.21,0.0
20200518:0310,0.0,2.84,3.06,6.84,2.34,0.0
20200518:0410,300.46,354.69,12.02,7.82,2.28,0.0
20200518:0510,513.35,613.15,21.5,10.38,2.21,0.0
20200518:0610,641.76,780.09,31.14,12.79,3.03,0.0
20200518:0710,726.73,891.93,40.54,14.71,4.14,0.0
20200518:0810,766.16,939.33,49.11,15.82,5.45,0.0
20200518:0910,750.21,920.89,55.89,16.6,5.59,0.0
20200518:1010,687.74,838.56,59.43,17.4,6.41,0.0
20200518:1110,583.09,711.16,58.51,17.9,6.28,0.0
20200518:1210,437.49,543.19,53.5,18.02,5.66,0.0
20200518:1310,267.83,361.18,45.86,18.13,5.1,0.0
20200518:1410,102.42,181.56,36.87,18.21,4.41,0.0
20200518:1510,57.41,85.98,27.31,17.96,3.52,0.0
20200518:1610,50.12,76.93,17.69,17.53,2.55,0.0
20200518:1710,24.65,44.35,8.38,16.73,1.59,0.0
20200518:1810,0.0,0.0,0.0,15.13,2.21,0.0
20200518:1910,0.0,0.0,0.0,14.8,2.21,0.0
20200518:2010,0.0,0.0,0.0,13.85,2.28,0.0
20200518:2110,0.0,0.0,0.0,13.51,2.28,0.0
20200518:2210,0.0,0.0,0.0,13.0,2.21,0.0
20200518:2310,0.0,0.0,0.0,12.21,2.07,0.0
20200519:0010,0.0,0.0,0.0,11.35,1.93,0.0
20200519:0110,0.0,0.0,0.0,10.77,1.79,0.0
20200519:0210,0.0,0.0,0.0,10.09,1.86,0.0
20200519:0310,0.0,3.78,3.22,9.5,1.86,0.0
20200519:0410,344.75,411.18,12.18,9.96,1.66,0.0
20200519:0510,510.45,624.22,21.65,13.32,1.38,0.0
20200519:0610,631.41,792.24,31.29,16.08,1.79,0.0
20200519:0710,712.82,896.37,40.7,17.46,3.1,0.0
20200519:0810,735.93,931.12,49.29,18.76,3.52,0.0
20200519:0910,686.73,866.11,56.09,19.83,3.93,0.0
20200519:1010,588.21,735.63,59.64,20.53,4.69,0.0
20200519:1110,507.78,634.3,58.72,20.82,4.97,0.0
20200519:1210,416.23,525.37,53.69,20.72,4.62,0.0
20200519:1310,265.54,362.82,46.04,21.44,4.9,0.0
20200519:1410,102.7,183.59,37.03,21.13,4.14,0.0
20200519:1510,144.04,191.87,27.48,21.1,4.0,0.0
20200519:1610,75.03,108.61,17.86,20.65,3.24,0.0
20200519:1710,13.89,29.87,8.55,19.38,2.41,0.0
20200519:1810,0.0,0.0,0.0,17.83,2.55,0.0
20200519:1910,0.0,0.0,0.0,16.85,4.0,0.0
20200519:2010,0.0,0.0,0.0,15.47,3.17,0.0
20200519:2110,0.0,0.0,0.0,14.58,2.28,0.0
20200519:2210,0.0,0.0,0.0,14.04,2.34,0.0
20200519:2310,0.0,0.0,0.0,13.53,2.48,0.0
20200520:0010,0.0,0.0,0.0,13.06,2.83,0.0
20200520:0110,0.0,0.0,0.0,12.3,2.83,0.0
20200520:0210,0.0,0.0,0.0,11.45,2.76,0.0
20200520:0310,0.0,2.84,3.38,10.51,2.83,0.0
20200520:0410,387.23,456.99,12.33,9.98,3.17,0.0
20200520:0510,462.68,545.62,21.79,9.86,3.24,0.0
20200520:0610,602.93,722.29,31.44,10.32,2.97,0.0
20200520:0710,640.06,779.32,40.85,11.88,2.83,0.0
20200520:0810,585.86,713.6,49.46,13.09,3.24,0.0
20200520:0910,593.38,725.15,56.28,14.03,3.66,0.0
20200520:1010,426.91,522.51,59.85,15.01,3.79,0.0
20200520:1110,465.56,571.43,58.93,15.68,4.0,0.0
20200520:1210,385.1,475.48,53.89,16.17,4.41,0.0
20200520:1310,300.93,376.67,46.21,15.84,4.62,0.0
20200520:1410,205.4,273.59,37.2,15.5,4.76,0.0
20200520:1510,151.81,195.49,27.64,14.79,4.62,0.0
20200520:1610,90.71,123.99,18.02,14.06,4.34,0.0
20200520:1710,31.49,52.49,8.72,13.21,3.86,0.0
20200520:1810,0.0,0.0,0.0,12.43,3.38,0.0
20200520:1910,0.0,0.0,0.0,11.09,2.55,0.0
20200520:2010,0.0,0.0,0.0,10.29,2.28,0.0
20200520:2110,0.0,0.0,0.0,9.59,2.21,0.0
20200520:2210,0.0,0.0,0.0,9.1,2.28,0.0
20200520:2310,0.0,0.0,0.0,9.11,2.28,0.0
20200521:0010,0.0,0.0,0.0,8.53,2.07,0.0
20200521:0110,0.0,0.0,0.0,7.77,1.72,0.0
20200521:0210,0.0,0.0,0.0,6.59,1.72,0.0
20200521:0310,0.0,2.84,3.54,5.63,1.79,0.0
20200521:0410,32.16,52.03,12.47,6.42,1.59,0.0
20200521:0510,260.18,310.7,21.94,8.2,2.21,0.0
20200521:0610,700.57,846.54,31.58,9.25,2.62,0.0
20200521:0710,771.26,943.6,41.0,10.48,3.03,0.0
20200521:0810,771.66,943.26,49.62,11.1,3.52,0.0
20200521:0910,683.5,830.58,56.46,12.03,3.86,0.0
20200521:1010,591.58,715.42,60.05,12.77,4.34,0.0
20200521:1110,585.19,706.06,59.14,13.18,4.69,0.0
20200521:1210,466.06,567.78,54.07,13.38,4.83,0.0
20200521:1310,288.31,378.34,46.38,13.55,4.9,0.0
20200521:1410,146.28,221.24,37.36,13.32,5.1,0.0
20200521:1510,68.02,96.84,27.8,13.17,5.03,0.0
20200521:1610,47.66,72.41,18.18,12.85,4.55,0.0
20200521:1710,25.28,44.35,8.89,12.13,3.52,0.0
20200521:1810,0.0,0.0,0.0,10.88,2.83,0.0
20200521:1910,0.0,0.0,0.0,9.98,3.1,0.0
20200521:2010,0.0,0.0,0.0,9.02,2.76,0.0
20200521:2110,0.0,0.0,0.0,7.94,2.34,0.0
20200521:2210,0.0,0.0,0.0,7.02,2.28,0.0
20200521:2310,0.0,0.0,0.0,6.27,2.41,0.0
20200522:0010,0.0,0.0,0.0,5.64,2.48,0.0
20200522:0110,0.0,0.0,0.0,5.03,2.41,0.0
20200522:0210,0.0,0.0,0.0,4.39,2.34,0.0
20200522:0310,1.73,9.46,3.69,3.8,2.28,0.0
20200522:0410,401.28,464.36,12.61,4.13,2.0,0.0
20200522:0510,613.57,720.82,22.07,5.66,2.41,0.0
20200522:0610,718.33,858.66,31.71,7.07,2.76,0.0
20200522:0710,782.44,948.16,41.14,8.72,3.17,0.0
20200522:0810,803.53,979.7,49.77,10.15,3.59,0.0
20200522:0910,793.19,969.82,56.64,11.38,3.72,0.0
20200522:1010,716.9,874.55,60.25,12.46,3.66,0.0
20200522:1110,608.8,740.28,59.33,13.34,3.66,0.0
20200522:1210,459.37,564.11,54.26,13.99,3.79,0.0
20200522:1310,294.7,385.53,46.55,14.35,3.86,0.0
20200522:1410,224.46,289.46,37.52,14.47,3.93,0.0
20200522:1510,150.35,193.68,27.95,14.35,3.86,0.0
20200522:1610,80.67,112.23,18.34,13.9,3.52,0.0
20200522:1710,33.64,55.21,9.05,13.03,2.55,0.0
20200522:1810,0.0,0.0,0.0,11.51,2.21,0.0
20200522:1910,0.0,0.0,0.0,10.28,1.93,0.0
20200522:2010,0.0,0.0,0.0,8.35,2.0,0.0
20200522:2110,0.0,0.0,0.0,6.85,2.0,0.0
20200522:2210,0.0,0.0,0.0,5.72,2.0,0.0
20200522:2310,0.0,0.0,0.0,4.95,1.86,0.0
20200523:0010,0.0,0.0,0.0,4.79,1.59,0.0
20200523:0110,0.0,0.0,0.0,6.61,1.03,0.0
20200523:0210,0.0,0.0,0.0,5.63,1.1,0.0
20200523:0310,0.0,2.84,3.83,4.42,1.31,0.0
20200523:0410,43.18,64.96,12.75,4.92,1.03,0.0
20200523:0510,267.25,321.8,22.2,8.02,0.41,0.0
20200523:0610,381.11,462.48,31.84,10.51,0.62,0.0
20200523:0710,557.16,692.68,41.28,12.37,0.83,0.0
20200523:0810,660.43,844.19,49.92,13.67,0.69,0.0
20200523:0910,694.5,894.33,56.81,14.82,0.9,0.0
20200523:1010,552.21,699.42,60.44,15.65,1.03,0.0
20200523:1110,554.0,701.77,59.53,16.28,1.1,0.0
20200523:1210,358.23,452.7,54.44,16.96,1.24,0.0
20200523:1310,293.49,374.91,46.72,17.3,1.45,0.0
20200523:1410,214.46,279.41,37.68,17.55,1.59,0.0
20200523:1510,141.91,187.35,28.11,17.48,1.66,0.0
20200523:1610,86.7,121.28,18.5,17.13,1.66,0.0
20200523:1710,26.11,46.16,9.21,16.1,1.86,0.0
20200523:1810,0.0,0.0,0.0,15.02,2.34,0.0
20200523:1910,0.0,0.0,0.0,14.98,2.48,0.0
20200523:2010,0.0,0.0,0.0,14.5,2.55,0.0
20200523:2110,0.0,0.0,0.0,14.05,2.55,0.0
20200523:2210,0.0,0.0,0.0,13.81,2.34,0.0
20200523:2310,0.0,0.0,0.0,12.95,2.21,0.0
20200524:0010,0.0,0.0,0.0,11.41,2.21,0.0
20200524:0110,0.0,0.0,0.0,10.4,1.86,0.0
20200524:0210,0.0,0.0,0.0,10.33,1.93,0.0
20200524:0310,0.0,2.84,3.97,10.4,2.21,0.0
20200524:0410,4.18,14.19,12.88,10.68,3.45,0.0
20200524:0510,13.51,28.38,22.32,10.86,5.38,0.0
20200524:0610,35.39,56.76,31.97,10.53,5.59,0.0
20200524:0710,59.89,86.08,41.41,10.11,5.72,0.0
20200524:0810,94.82,126.76,50.07,10.38,4.9,0.0
20200524:0910,506.91,607.76,56.98,11.52,4.21,0.0
20200524:1010,521.13,629.26,60.62,12.25,3.86,0.0
20200524:1110,576.24,698.57,59.71,13.59,4.07,0.0
20200524:1210,91.08,124.87,54.61,15.02,4.69,0.0
20200524:1310,108.57,145.68,46.88,15.63,4.97,0.0
20200524:1410,140.9,217.85,37.83,15.52,4.83,0.0
20200524:1510,93.22,127.61,28.26,15.35,4.41,0.0
20200524:1610,73.44,104.08,18.65,14.91,3.93,0.0
20200524:1710,1.4,9.05,9.37,13.35,3.86,0.0
20200524:1810,0.0,0.0,0.0,12.29,3.52,0.0
20200524:1910,0.0,0.0,0.0,11.14,3.17,0.0
20200524:2010,0.0,0.0,0.0,10.35,3.1,0.0
20200524:2110,0.0,0.0,0.0,10.03,2.97,0.0
20200524:2210,0.0,0.0,0.0,9.89,2.83,0.0
20200524:2310,0.0,0.0,0.0,9.61,2.9,0.0
20200525:0010,0.0,0.0,0.0,9.42,3.17,0.0
20200525:0110,0.0,0.0,0.0,9.17,3.38,0.0
20200525:0210,0.0,0.0,0.0,9.02,3.24,0.0
20200525:0310,0.0,2.84,4.1,8.88,3.1,0.0
20200525:0410,7.78,19.87,13.0,8.77,2.69,0.0
20200525:0510,40.21,62.43,22.44,9.2,3.03,0.0
20200525:0610,36.19,57.7,32.08,10.08,3.45,0.0
20200525:0710,122.39,158.92,41.53,10.54,2.62,0.0
20200525:0810,363.4,440.05,50.2,11.38,2.41,0.0
20200525:0910,257.63,318.23,57.13,12.78,2.41,0.0
20200525:1010,283.5,350.08,60.8,13.57,2.48,0.0
20200525:1110,112.91,150.41,59.9,14.25,2.48,0.0
20200525:1210,353.28,436.66,54.78,14.34,2.48,0.0
20200525:1310,180.99,230.25,47.04,14.46,2.48,0.0
20200525:1410,70.63,100.27,37.98,13.44,2.41,0.0
20200525:1510,153.5,196.4,28.4,12.67,2.69,0.0
20200525:1610,29.57,49.78,18.8,11.52,2.0,0.0
20200525:1710,35.34,57.02,9.52,11.42,1.79,0.0
20200525:1810,0.0,0.0,0.0,11.05,1.52,0.0
20200525:1910,0.0,0.0,0.0,10.26,1.52,0.0
20200525:2010,0.0,0.0,0.0,9.48,1.86,0.0
20200525:2110,0.0,0.0,0.0,8.91,1.86,0.0
20200525:2210,0.0,0.0,0.0,8.56,1.79,0.0
20200525:2310,0.0,0.0,0.0,8.16,1.93,0.0
20200526:0010,0.0,0.0,0.0,7.88,1.93,0.0
20200526:0110,0.0,0.0,0.0,7.81,1.93,0.0
20200526:0210,0.0,0.0,0.0,7.69,2.0,0.0
20200526:0310,0.0,2.84,4.22,7.59,2.0,0.0
20200526:0410,320.04,378.51,13.12,8.15,1.86,0.0
20200526:0510,37.12,58.65,22.55,9.02,2.28,0.0
20200526:0610,68.46,96.49,32.19,10.36,2.28,0.0
20200526:0710,269.41,328.63,41.65,11.46,2.55,0.0
20200526:0810,301.39,368.58,50.34,12.86,2.9,0.0
20200526:0910,663.93,817.88,57.29,14.16,3.31,0.0
20200526:1010,118.31,157.03,60.98,15.23,3.79,0.0
20200526:1110,251.64,313.18,60.07,15.7,4.55,0.0
20200526:1210,45.02,70.0,54.95,15.86,4.76,0.0
20200526:1310,102.0,138.11,47.19,15.87,5.03,0.0
20200526:1410,204.2,273.53,38.12,14.87,4.83,0.0
20200526:1510,18.32,35.3,28.55,13.25,3.86,0.0
20200526:1610,31.53,52.49,18.94,12.73,2.14,0.0
20200526:1710,2.31,10.86,9.67,12.75,2.62,0.0
20200526:1810,0.0,0.0,0.0,11.78,3.31,0.0
20200526:1910,0.0,0.0,0.0,10.79,2.83,0.0
20200526:2010,0.0,0.0,0.0,10.44,2.83,0.0
20200526:2110,0.0,0.0,0.0,10.41,2.69,0.0
20200526:2210,0.0,0.0,0.0,10.32,2.41,0.0
20200526:2310,0.0,0.0,0.0,10.15,2.28,0.0
20200527:0010,0.0,0.0,0.0,9.75,2.14,0.0
20200527:0110,0.0,0.0,0.0,9.56,2.21,0.0
20200527:0210,0.0,0.0,0.0,9.16,2.28,0.0
20200527:0310,0.0,2.84,4.34,8.86,2.41,0.0
20200527:0410,10.95,24.6,13.23,9.12,2.34,0.0
20200527:0510,26.38,45.41,22.66,9.99,2.69,0.0
20200527:0610,261.95,317.87,32.3,10.94,2.55,0.0
20200527:0710,264.62,324.38,41.76,13.04,3.38,0.0
20200527:0810,191.35,241.6,50.46,14.28,3.24,0.0
20200527:0910,623.15,769.24,57.43,15.52,3.52,0.0
20200527:1010,576.88,710.35,61.14,15.5,3.52,0.0
20200527:1110,216.66,273.21,60.24,16.09,3.59,0.0
20200527:1210,97.59,133.38,55.11,16.22,3.38,0.0
20200527:1310,307.45,396.03,47.34,16.45,3.52,0.0
20200527:1410,50.09,76.62,38.27,16.92,3.59,0.0
20200527:1510,119.94,160.2,28.69,16.92,3.45,0.0
20200527:1610,87.62,121.28,19.08,15.47,2.97,0.0
20200527:1710,32.68,54.3,9.82,14.44,2.55,0.0
20200527:1810,0.0,0.0,0.0,13.69,2.0,0.0
20200527:1910,0.0,0.0,0.0,11.94,1.72,0.0
20200527:2010,0.0,0.0,0.0,11.63,1.52,0.0
20200527:2110,0.0,0.0,0.0,10.89,1.93,0.0
20200527:2210,0.0,0.0,0.0,10.24,2.0,0.0
20200527:2310,0.0,0.0,0.0,9.64,2.07,0.0
20200528:0010,0.0,0.0,0.0,9.3,2.0,0.0
20200528:0110,0.0,0.0,0.0,8.88,2.07,0.0
20200528:0210,0.0,0.0,0.0,8.32,2.07,0.0
20200528:0310,32.1,52.12,4.46,7.94,2.0,0.0
20200528:0410,193.45,235.73,13.33,8.68,1.72,0.0
20200528:0510,485.97,583.28,22.76,10.55,1.66,0.0
20200528:0610,640.77,786.8,32.4,12.24,2.0,0.0
20200528:0710,716.85,896.04,41.86,13.98,2.28,0.0
20200528:0810,742.14,937.59,50.58,15.42,2.41,0.0
20200528:0910,402.47,498.81,57.57,16.55,2.76,0.0
20200528:1010,461.04,574.2,61.3,17.45,2.9,0.0
20200528:1110,528.85,661.71,60.41,18.04,2.83,0.0
20200528:1210,423.01,531.59,55.27,18.25,2.97,0.0
20200528:1310,297.94,375.86,47.48,16.98,3.24,0.0
20200528:1410,112.92,152.3,38.41,17.46,3.24,0.0
20200528:1510,81.62,114.94,28.82,17.34,3.79,0.0
20200528:1610,53.58,80.55,19.22,15.78,3.52,0.0
20200528:1710,31.1,52.49,9.96,15.42,2.28,0.0
20200528:1810,0.0,0.0,0.0,14.73,2.34,0.0
20200528:1910,0.0,0.0,0.0,13.17,2.69,0.0
20200528:2010,0.0,0.0,0.0,12.5,2.76,0.0
20200528:2110,0.0,0.0,0.0,11.9,2.76,0.0
20200528:2210,0.0,0.0,0.0,11.46,2.69,0.0
20200528:2310,0.0,0.0,0.0,10.98,2.69,0.0
20200529:0010,0.0,0.0,0.0,10.47,2.69,0.0
20200529:0110,0.0,0.0,0.0,10.09,2.76,0.0
20200529:0210,0.0,0.0,0.0,9.56,2.83,0.0
20200529:0310,0.0,3.78,4.56,9.35,2.9,0.0
20200529:0410,4.77,15.14,13.43,9.73,3.1,0.0
20200529:0510,13.52,28.38,22.85,10.57,3.1,0.0
20200529:0610,252.27,306.75,32.49,11.55,3.38,0.0
20200529:0710,321.98,389.14,41.96,12.98,4.55,0.0
20200529:0810,490.9,595.03,50.69,14.34,4.21,0.0
20200529:0910,430.87,525.7,57.7,15.36,4.41,0.0
20200529:1010,647.82,793.9,61.46,16.17,4.83,0.0
20200529:1110,541.32,657.12,60.57,14.93,5.03,0.0
20200529:1210,382.21,468.77,55.42,15.6,5.17,0.0
20200529:1310,318.85,402.72,47.63,15.47,4.83,0.0
20200529:1410,213.5,271.16,38.54,15.8,5.03,0.0
20200529:1510,100.88,136.66,28.96,15.67,5.31,0.0
20200529:1610,91.69,125.8,19.36,15.42,4.76,0.0
20200529:1710,25.63,45.25,10.1,14.82,4.07,0.0
20200529:1810,0.0,0.0,0.0,13.85,3.52,0.0
20200529:1910,0.0,0.0,0.0,13.2,3.45,0.0
20200529:2010,0.0,0.0,0.0,12.3,3.17,0.0
20200529:2110,0.0,0.0,0.0,11.49,3.03,0.0
20200529:2210,0.0,0.0,0.0,10.82,2.97,0.0
20200529:2310,0.0,0.0,0.0,10.09,2.97,0.0
20200530:0010,0.0,0.0,0.0,9.56,3.17,0.0
20200530:0110,0.0,0.0,0.0,9.0,3.1,0.0
20200530:0210,0.0,0.0,0.0,8.55,3.03,0.0
20200530:0310,0.0,3.78,4.67,8.25,3.1,0.0
20200530:0410,4.8,15.14,13.53,8.59,3.24,0.0
20200530:0510,32.47,52.97,22.94,9.5,3.45,0.0
20200530:0610,136.05,174.01,32.58,10.5,3.93,0.0
20200530:0710,170.96,214.06,42.06,10.88,4.28,0.0
20200530:0810,442.29,528.99,50.8,11.94,4.62,0.0
20200530:0910,256.11,313.3,57.83,12.34,4.83,0.0
20200530:1010,131.77,170.28,61.6,12.33,5.24,0.0
20200530:1110,78.6,108.79,60.72,12.09,5.31,0.0
20200530:1210,85.21,116.36,55.56,11.88,5.52,0.0
20200530:1310,76.3,105.95,47.76,11.77,5.52,0.0
20200530:1410,60.17,87.03,38.67,11.73,4.69,0.0
20200530:1510,49.54,74.22,29.09,11.21,4.14,0.0
20200530:1610,19.27,36.2,19.49,10.52,4.48,0.0
20200530:1710,8.34,20.82,10.23,10.23,4.83,0.0
20200530:1810,0.0,0.0,0.0,10.19,5.24,0.0
20200530:1910,0.0,0.0,0.0,9.76,4.76,0.0
20200530:2010,0.0,0.0,0.0,9.71,5.24,0.0
20200530:2110,0.0,0.0,0.0,9.58,5.86,0.0
20200530:2210,0.0,0.0,0.0,9.31,6.28,0.0
20200530:2310,0.0,0.0,0.0,9.1,6.62,0.0
20200531:0010,0.0,0.0,0.0,8.94,6.76,0.0
20200531:0110,0.0,0.0,0.0,8.84,6.83,0.0
20200531:0210,0.0,0.0,0.0,8.82,6.69,0.0
20200531:0310,0.0,3.78,4.76,8.88,6.48,0.0
20200531:0410,4.79,15.14,13.61,9.0,6.14,0.0
20200531:0510,13.62,28.38,23.03,9.3,5.45,0.0
20200531:0610,26.41,45.41,32.67,10.0,4.76,0.0
20200531:0710,54.29,79.46,42.14,10.02,5.1,0.0
20200531:0810,95.27,127.71,50.9,11.07,4.34,0.0
20200531:0910,160.67,204.33,57.95,12.81,3.72,0.0
20200531:1010,95.43,129.6,61.74,13.9,3.17,0.0
20200531:1110,81.43,113.52,60.87,14.6,2.97,0.0
20200531:1210,116.73,155.14,55.71,15.01,3.38,0.0
20200531:1310,93.57,127.71,47.9,14.73,4.14,0.0
20200531:1410,68.17,97.44,38.8,14.18,4.83,0.0
20200531:1510,55.01,81.46,29.21,13.49,4.97,0.0
20200531:1610,13.11,28.06,19.62,13.22,5.1,0.0
20200531:1710,8.22,20.82,10.37,12.58,4.62,0.0
20200531:1810,0.0,0.0,0.0,12.05,4.41,0.0
20200531:1910,0.0,0.0,0.0,11.46,3.66,0.0
20200531:2010,0.0,0.0,0.0,11.19,3.38,0.0
20200531:2110,0.0,0.0,0.0,11.05,3.24,0.0
20200531:2210,0.0,0.0,0.0,10.86,3.1,0.0
20200531:2310,0.0,0.0,0.0,10.98,3.03,0.0
20200601:0010,0.0,0.0,0.0,10.94,2.9,0.0
20200601:0110,0.0,0.0,0.0,10.72,3.03,0.0
20200601:0210,0.0,0.0,0.0,10.27,3.03,0.0
20200601:0310,0.0,3.78,4.85,9.77,2.9,0.0
20200601:0410,45.92,69.49,13.7,10.03,2.62,0.0
20200601:0510,301.37,362.32,23.1,11.28,2.28,0.0
20200601:0610,217.92,269.5,32.74,12.34,2.55,0.0
20200601:0710,598.85,728.02,42.23,13.45,3.45,0.0
20200601:0810,625.04,768.01,50.99,14.49,3.38,0.0
20200601:0910,584.7,718.24,58.06,15.34,3.79,0.0
20200601:1010,634.1,780.32,61.88,16.24,4.34,0.0
20200601:1110,441.21,541.45,61.01,16.48,4.83,0.0
20200601:1210,417.24,513.48,55.84,16.28,4.97,0.0
20200601:1310,324.56,409.13,48.03,16.5,5.17,0.0
20200601:1410,230.93,297.14,38.93,16.01,5.17,0.0
20200601:1510,136.74,178.3,29.34,15.35,5.17,0.0
20200601:1610,90.6,123.99,19.74,14.45,4.9,0.0
20200601:1710,39.38,62.45,10.49,13.55,4.21,0.0
20200601:1810,0.0,0.0,0.0,12.64,3.66,0.0
20200601:1910,0.0,0.0,0.0,12.51,2.76,0.0
20200601:2010,0.0,0.0,0.0,11.5,1.93,0.0
20200601:2110,0.0,0.0,0.0,10.39,1.45,0.0
20200601:2210,0.0,0.0,0.0,9.1,1.24,0.0
20200601:2310,0.0,0.0,0.0,8.22,1.66,0.0
20200602:0010,0.0,0.0,0.0,8.0,1.79,0.0
20200602:0110,0.0,0.0,0.0,8.22,1.93,0.0
20200602:0210,0.0,0.0,0.0,8.32,2.34,0.0
20200602:0310,0.0,3.78,4.94,8.25,2.83,0.0
20200602:0410,404.95,475.6,13.77,8.27,2.55,0.0
20200602:0510,565.24,673.17,23.18,8.46,2.0,0.0
20200602:0610,618.88,741.07,32.81,9.54,2.76,0.0
20200602:0710,718.48,874.08,42.3,11.77,3.52,0.0
20200602:0810,593.77,717.82,51.08,12.75,4.0,0.0
20200602:0910,486.47,587.59,58.17,13.33,4.41,0.0
20200602:1010,469.03,568.68,62.0,14.05,4.62,0.0
20200602:1110,249.49,308.65,61.15,14.27,4.55,0.0
20200602:1210,316.16,387.64,55.98,14.24,4.41,0.0
20200602:1310,298.87,369.52,48.15,14.11,4.28,0.0
20200602:1410,207.69,261.21,39.05,13.61,4.07,0.0
20200602:1510,27.25,47.06,29.46,13.02,3.1,0.0
20200602:1610,91.21,123.99,19.86,12.27,2.21,0.0
20200602:1710,6.51,18.1,10.62,11.81,0.9,0.0
20200602:1810,0.0,0.0,0.0,11.25,0.55,0.0
20200602:1910,0.0,0.0,0.0,10.93,1.24,0.0
20200602:2010,0.0,0.0,0.0,10.47,1.24,0.0
20200602:2110,0.0,0.0,0.0,9.7,1.31,0.0
20200602:2210,0.0,0.0,0.0,8.74,1.72,0.0
20200602:2310,0.0,0.0,0.0,8.43,1.93,0.0
20200603:0010,0.0,0.0,0.0,8.33,2.0,0.0
20200603:0110,0.0,0.0,0.0,8.19,1.93,0.0
20200603:0210,0.0,0.0,0.0,8.16,1.72,0.0
20200603:0310,0.39,6.62,5.01,7.96,1.59,0.0
20200603:0410,4.81,15.14,13.84,8.46,1.31,0.0
20200603:0510,49.41,73.79,23.24,9.69,1.24,0.0
20200603:0610,162.01,204.28,32.88,10.34,1.79,0.0
20200603:0710,211.09,262.33,42.37,11.9,2.28,0.0
20200603:0810,282.57,346.68,51.16,12.15,2.14,0.0
20200603:0910,313.62,385.22,58.27,12.52,1.86,0.0
20200603:1010,446.55,550.52,62.13,13.58,1.86,0.0
20200603:1110,188.34,239.33,61.28,14.62,2.07,0.0
20200603:1210,163.97,210.95,56.1,15.29,2.62,0.0
20200603:1310,91.47,125.82,48.27,15.41,2.83,0.0
20200603:1410,59.0,87.03,39.16,15.3,2.69,0.0
20200603:1510,141.22,183.73,29.57,14.81,3.03,0.0
20200603:1610,96.47,131.23,19.98,14.5,2.76,0.0
20200603:1710,24.36,43.44,10.74,13.67,1.72,0.0
20200603:1810,0.0,0.0,0.0,12.91,1.66,0.0
20200603:1910,0.0,0.0,0.0,11.71,1.66,0.0
20200603:2010,0.0,0.0,0.0,10.65,1.79,0.0
20200603:2110,0.0,0.0,0.0,9.57,1.86,0.0
